ID_Mahasiswa (NIM/Nama),Gender,IPS_Sem1,IPS_Sem2,IPS_Sem3,IPS_Sem4,Total_SKS_Ambil,Total_SKS_Lulus,Nilai_Matkul_Killer,Jml_Mengulang,Status_Beasiswa,Bekerja
20230454251 - Iqbal Febrianti,Laki-laki,3.20,3.07,3.30,3.20,86,86,92,0,Ya,Tidak
20220452657 - Tiara Yusuf,Perempuan,3.74,4.00,3.84,3.65,96,96,91,0,Tidak,Ya
20220454674 - Nurul Santoso,Perempuan,3.70,3.48,3.39,3.19,89,89,80,0,Tidak,Ya
20220453696 - Rahma Fadillah,Perempuan,3.14,3.12,3.03,3.35,92,92,83,0,Tidak,Tidak
20230455163 - Fajar Fadillah,Laki-laki,2.49,2.41,2.36,2.97,79,67,51,3,Ya,Tidak
20230454325 - Aulia Ananda,Perempuan,3.29,3.54,3.25,3.27,89,89,89,0,Tidak,Ya
20220457028 - Tiara Pratama,Perempuan,2.65,2.45,2.72,3.00,81,77,60,2,Tidak,Tidak
20230452634 - Rafi Salsabila,Laki-laki,2.99,3.55,3.33,3.80,93,93,92,0,Tidak,Tidak
20220452734 - Doni Laksana,Laki-laki,2.88,2.82,2.65,2.80,88,85,80,1,Tidak,Tidak
20230454142 - Hafiz Sari,Laki-laki,2.98,2.83,2.24,2.47,75,75,68,0,Tidak,Tidak
20230453465 - Arif Azizah,Laki-laki,2.78,2.70,2.69,2.86,77,71,56,2,Tidak,Tidak
20230457489 - Rani Santoso,Perempuan,2.88,2.73,3.07,2.89,77,77,82,0,Ya,Tidak
20230458090 - Tasya Setiawan,Perempuan,3.29,3.32,3.60,3.46,94,94,84,0,Tidak,Tidak
20230454166 - Nabila Ramadhan,Perempuan,3.16,3.18,3.59,3.52,89,81,75,2,Tidak,Tidak
20230452035 - Bagas Putra,Laki-laki,3.03,3.00,3.11,2.36,83,83,80,0,Tidak,Ya
20220459886 - Rangga Saputra,Laki-laki,2.56,2.61,2.41,2.11,70,62,52,4,Tidak,Ya
20220456479 - Rian Setiawan,Laki-laki,3.01,2.95,2.88,2.92,74,71,58,1,Tidak,Ya
20220452855 - Aldi Syahputra,Laki-laki,3.09,3.19,3.42,3.47,87,87,82,0,Tidak,Tidak
20220458229 - Alif Sari,Laki-laki,2.20,2.21,2.24,2.25,81,69,48,3,Tidak,Tidak
20230456428 - Gilang Firmansyah,Laki-laki,2.86,2.86,2.86,2.98,75,72,65,1,Tidak,Ya
20230452482 - Nico Ramadhan,Laki-laki,2.63,2.80,2.76,2.73,79,79,78,0,Tidak,Tidak
20230454130 - Rani Permata,Perempuan,3.94,3.89,4.00,4.00,89,89,96,0,Tidak,Ya
20230458973 - Anisa Laksana,Perempuan,2.96,2.82,2.82,2.92,81,81,77,0,Tidak,Tidak
20230451371 - Aldi Putra,Laki-laki,3.04,3.19,3.16,3.26,84,84,83,0,Tidak,Tidak
20220454168 - Dimas Maharani,Laki-laki,2.86,3.09,3.43,3.73,88,88,84,0,Ya,Tidak
20230452491 - Dimas Santoso,Laki-laki,2.97,2.74,3.00,2.88,88,85,62,1,Tidak,Tidak
20220453726 - Lestari Akbar,Perempuan,2.77,3.19,3.37,3.23,86,86,77,0,Tidak,Ya
20230458167 - Bayu Laksana,Laki-laki,2.94,2.98,3.06,2.89,81,81,71,0,Tidak,Ya
20220452135 - Yoga Laksana,Laki-laki,2.28,2.22,2.65,2.69,75,67,47,4,Tidak,Ya
20220456627 - Citra Putra,Perempuan,2.39,2.09,2.14,2.24,69,60,46,3,Tidak,Tidak
20220458228 - Fitri Putra,Perempuan,3.67,3.77,3.42,3.21,89,89,82,0,Tidak,Ya
20220455935 - Ayu Saputra,Perempuan,3.39,3.45,3.38,3.24,85,85,86,0,Tidak,Tidak
20220459859 - Dinda Saputra,Perempuan,2.69,2.62,3.22,2.77,84,76,60,2,Tidak,Ya
20230452822 - Alif Laksana,Laki-laki,2.39,2.93,2.88,2.37,86,86,70,0,Ya,Tidak
20230452674 - Aldi Hidayat,Laki-laki,2.43,2.88,2.98,2.76,87,81,54,2,Tidak,Ya
20220458859 - Alif Pratama,Laki-laki,3.41,3.67,3.75,3.34,88,88,87,0,Ya,Ya
20230457697 - Reza Syahputra,Laki-laki,2.74,2.69,2.82,2.38,85,82,63,1,Tidak,Tidak
20220454679 - Melati Purnama,Perempuan,3.19,3.31,3.40,3.26,83,83,75,0,Tidak,Ya
20230452030 - Agung Maulana,Laki-laki,3.48,3.69,4.00,4.00,90,90,91,0,Tidak,Ya
20230451022 - Yoga Febrianti,Laki-laki,2.77,2.82,2.95,3.18,80,77,62,1,Tidak,Tidak
20230456381 - Riska Utami,Perempuan,3.21,3.49,3.21,3.37,89,86,82,1,Tidak,Tidak
20220457612 - Nurul Santoso,Perempuan,3.14,2.67,2.83,2.97,87,83,71,1,Tidak,Ya
20230453096 - Farhan Febrianti,Laki-laki,2.59,2.63,2.48,2.70,80,78,77,1,Tidak,Ya
20220452074 - Tiara Nugroho,Perempuan,3.01,3.04,2.97,3.27,91,89,72,1,Tidak,Tidak
20230456568 - Farhan Putra,Laki-laki,3.27,3.49,3.13,2.77,87,87,85,0,Tidak,Tidak
20230457260 - Melati Fadillah,Perempuan,2.98,2.84,2.86,2.89,82,73,62,3,Tidak,Tidak
20230458730 - Fajar Rahman,Laki-laki,3.29,3.64,3.47,3.77,94,94,82,0,Tidak,Tidak
20220454447 - Rahma Akbar,Perempuan,3.27,3.00,3.17,2.99,85,82,70,1,Tidak,Ya
20230456594 - Intan Maulana,Perempuan,3.18,3.09,3.05,3.46,85,85,92,0,Ya,Tidak
20220458647 - Riska Fadillah,Perempuan,3.59,3.32,3.86,3.89,91,91,93,0,Ya,Tidak
20220459344 - Reza Akbar,Laki-laki,1.97,2.30,2.87,2.14,80,74,69,2,Tidak,Tidak
20230457438 - Rian Ananda,Laki-laki,2.33,2.89,3.08,3.05,81,81,82,0,Tidak,Tidak
20220456029 - Agung Firmansyah,Laki-laki,3.69,3.62,3.45,3.55,92,92,76,0,Tidak,Tidak
20220456332 - Fira Fadillah,Perempuan,2.57,2.87,2.87,2.97,81,81,65,0,Tidak,Tidak
20220459871 - Wahyu Fadillah,Laki-laki,3.62,3.30,3.61,3.77,89,89,92,0,Tidak,Tidak
20230458822 - Kevin Ramadhan,Laki-laki,2.68,2.74,2.93,3.18,81,75,61,2,Tidak,Tidak
20220452082 - Rizky Yusuf,Laki-laki,3.68,3.61,3.81,3.56,89,89,84,0,Ya,Tidak
20230451558 - Anisa Santoso,Perempuan,2.66,2.67,2.91,2.90,82,79,74,1,Ya,Tidak
20230454793 - Nadia Kurniawan,Perempuan,2.61,3.17,3.17,3.27,91,91,75,0,Tidak,Tidak
20230451483 - Nico Ramadhan,Laki-laki,4.00,3.97,3.81,3.92,90,90,97,0,Tidak,Tidak
20230451870 - Iqbal Santoso,Laki-laki,2.75,3.46,3.02,3.07,85,85,89,0,Ya,Ya
20230457184 - Salma Syahputra,Perempuan,2.32,2.61,2.44,3.18,77,71,48,2,Tidak,Tidak
20230453529 - Wahyu Maharani,Laki-laki,3.20,3.24,3.29,3.31,91,91,82,0,Tidak,Ya
20220453047 - Rafi Ramadhan,Laki-laki,3.63,3.29,3.39,3.46,92,89,77,1,Tidak,Tidak
20220458139 - Alif Wijaya,Laki-laki,2.50,2.56,2.67,2.44,83,80,72,1,Tidak,Tidak
20230458785 - Nurul Purnama,Perempuan,3.09,3.24,3.19,3.37,87,85,62,1,Tidak,Tidak
20230453574 - Melati Yusuf,Perempuan,2.94,3.32,3.17,3.42,85,85,80,0,Tidak,Ya
20230454499 - Naufal Febrianti,Laki-laki,3.30,3.56,3.43,3.22,88,88,86,0,Tidak,Tidak
20230459942 - Doni Fadillah,Laki-laki,2.76,3.02,3.20,3.36,91,91,89,0,Tidak,Tidak
20220458839 - Aisyah Permata,Perempuan,3.40,3.35,3.51,3.51,94,94,92,0,Tidak,Tidak
20230458889 - Putri Wijaya,Perempuan,2.99,2.70,2.41,2.69,82,76,70,2,Tidak,Tidak
20220455806 - Fitri Ananda,Perempuan,3.57,3.62,3.84,3.86,90,90,100,0,Tidak,Tidak
20230459429 - Dewi Yusuf,Perempuan,3.21,3.31,2.67,3.11,86,86,77,0,Tidak,Tidak
20230453582 - Maya Saputra,Perempuan,2.99,3.13,3.19,3.38,91,91,78,0,Tidak,Ya
20220453469 - Alif Nugroho,Laki-laki,2.89,2.75,2.63,2.53,86,83,64,1,Tidak,Tidak
20230451578 - Andi Setiawan,Laki-laki,2.36,3.15,2.85,2.75,80,77,74,1,Tidak,Tidak
20220451147 - Budi Anggraini,Laki-laki,2.81,2.97,2.49,2.35,85,76,54,3,Tidak,Tidak
20230454524 - Maya Laksana,Perempuan,2.91,2.89,2.70,2.95,78,78,82,0,Tidak,Tidak
20230451158 - Ilham Hidayat,Laki-laki,2.37,3.07,2.68,3.61,81,73,63,2,Tidak,Ya
20220454302 - Fitri Maharani,Perempuan,2.31,2.47,2.45,2.84,83,80,69,1,Tidak,Tidak
20230453682 - Fajar Setiawan,Laki-laki,2.87,2.65,2.98,2.85,81,81,82,0,Tidak,Tidak
20220453809 - Naufal Maharani,Laki-laki,2.82,2.74,2.83,2.49,86,78,51,2,Tidak,Tidak
20220452877 - Bagas Salsabila,Laki-laki,2.87,2.98,3.32,2.98,83,83,75,0,Tidak,Tidak
20220451096 - Wulan Permata,Perempuan,3.78,3.83,3.88,3.64,95,95,96,0,Tidak,Tidak
20230452805 - Gilang Rahman,Laki-laki,2.41,2.72,2.68,2.88,87,87,81,0,Tidak,Ya
20230452863 - Anisa Anggraini,Perempuan,3.70,4.00,4.00,4.00,88,88,97,0,Ya,Tidak
20220455012 - Doni Pratama,Laki-laki,4.00,4.00,3.55,3.78,89,89,90,0,Ya,Tidak
20230455487 - Putri Ramadhan,Perempuan,3.24,2.75,2.94,2.78,74,74,69,0,Tidak,Ya
20230453562 - Citra Ramadhan,Perempuan,4.00,3.83,4.00,4.00,95,95,97,0,Ya,Tidak
20230452709 - Hafiz Laksana,Laki-laki,1.93,1.99,2.13,1.99,80,72,37,4,Tidak,Ya
20230451366 - Melati Santoso,Perempuan,3.32,3.24,3.58,3.47,95,95,84,0,Tidak,Tidak
20230457157 - Nadia Ramadhan,Perempuan,1.89,1.99,2.13,1.96,69,63,51,2,Tidak,Tidak
20230456043 - Dimas Azizah,Laki-laki,3.00,3.06,2.83,3.06,81,77,70,1,Tidak,Tidak
20230456052 - Aulia Utami,Perempuan,4.00,4.00,4.00,4.00,88,88,84,0,Tidak,Tidak
20220451955 - Riska Saputra,Perempuan,3.19,3.26,3.36,3.48,82,82,91,0,Tidak,Tidak
20220455041 - Bayu Ramadhan,Laki-laki,3.85,3.92,3.71,4.00,94,94,97,0,Tidak,Tidak
20220454675 - Nurul Ramadhan,Perempuan,3.41,3.32,3.37,3.57,90,90,87,0,Tidak,Tidak
20230459016 - Hafiz Firmansyah,Laki-laki,2.91,3.33,3.52,3.25,90,90,76,0,Tidak,Tidak
20230457195 - Salma Saputra,Perempuan,2.91,2.67,3.12,3.05,82,82,82,0,Tidak,Tidak
20230455681 - Naufal Saputra,Laki-laki,3.25,2.89,2.98,2.95,88,88,67,0,Tidak,Ya
20230456719 - Fitri Azizah,Perempuan,3.74,3.50,3.35,3.09,89,89,87,0,Ya,Tidak
20220458693 - Budi Permata,Laki-laki,3.24,3.40,3.66,3.73,90,90,92,0,Tidak,Tidak
20230454505 - Bagas Saputra,Laki-laki,3.02,2.82,3.12,3.16,84,80,70,1,Tidak,Tidak
20230453256 - Anisa Akbar,Perempuan,3.30,3.25,3.11,3.12,84,84,86,0,Tidak,Tidak
20230452745 - Lestari Purnama,Perempuan,2.48,2.49,1.97,2.10,68,59,56,3,Tidak,Tidak
20230456005 - Intan Sari,Perempuan,3.42,3.70,3.05,3.26,89,89,88,0,Tidak,Tidak
20230454509 - Citra Santoso,Perempuan,3.63,3.55,3.30,3.49,94,94,75,0,Tidak,Tidak
20230453924 - Nico Akbar,Laki-laki,2.65,2.54,2.67,2.88,86,83,73,1,Tidak,Tidak
20220452410 - Andi Aprilia,Laki-laki,3.72,3.53,3.83,3.61,92,92,81,0,Tidak,Tidak
20230456583 - Agung Maulana,Laki-laki,2.89,2.69,2.16,2.58,84,76,57,2,Tidak,Tidak
20230453111 - Putri Wijaya,Perempuan,2.99,3.12,2.92,3.26,91,88,77,1,Tidak,Ya
20230451195 - Melati Syahputra,Perempuan,2.64,2.53,3.28,3.37,82,82,82,0,Tidak,Tidak
20220455917 - Nurul Aprilia,Perempuan,3.29,3.07,2.76,3.23,88,88,92,0,Tidak,Ya
20220453956 - Tiara Laksana,Perempuan,3.38,3.19,3.33,3.38,90,86,70,1,Tidak,Tidak
20230454321 - Dinda Syahputra,Perempuan,2.61,1.75,1.50,1.60,68,62,50,2,Tidak,Ya
20220452299 - Galih Azizah,Laki-laki,2.35,2.73,3.02,2.94,87,83,61,1,Tidak,Tidak
20220456198 - Nisa Anggraini,Perempuan,3.40,3.44,3.24,3.55,89,87,76,1,Tidak,Ya
20220451232 - Doni Ramadhan,Laki-laki,3.16,3.39,3.02,3.03,92,92,86,0,Tidak,Tidak
20230454610 - Aulia Anggraini,Perempuan,3.54,3.45,4.00,4.00,96,96,83,0,Ya,Ya
20230454537 - Intan Yusuf,Perempuan,3.77,3.68,3.37,3.66,92,92,84,0,Ya,Tidak
20230456250 - Reza Cahya,Laki-laki,3.03,3.29,3.42,3.12,87,87,77,0,Ya,Tidak
20230455220 - Siti Nugroho,Perempuan,2.83,2.69,2.78,2.78,77,77,71,0,Tidak,Tidak
20230456330 - Iqbal Nugroho,Laki-laki,3.45,3.28,3.41,3.02,89,89,87,0,Tidak,Tidak
20220452046 - Yuni Permata,Perempuan,3.04,2.83,2.35,2.12,83,83,82,0,Tidak,Tidak
20230455321 - Galih Setiawan,Laki-laki,3.22,3.12,2.71,2.42,84,75,56,3,Tidak,Tidak
20230453233 - Ahmad Aprilia,Laki-laki,3.15,3.48,3.75,3.61,96,96,84,0,Tidak,Tidak
20230456242 - Citra Setiawan,Perempuan,2.25,2.23,2.62,3.05,85,82,74,1,Tidak,Ya
20230457462 - Rizky Aprilia,Laki-laki,3.31,3.44,3.68,3.74,93,93,92,0,Tidak,Tidak
20220454529 - Salma Azizah,Perempuan,3.23,2.89,2.79,2.47,85,82,67,1,Tidak,Tidak
20220454870 - Putri Sari,Perempuan,3.02,3.04,3.01,3.02,87,87,81,0,Tidak,Tidak
20220455716 - Dinda Maharani,Perempuan,3.14,3.11,3.29,3.48,86,82,77,2,Tidak,Tidak
20230453707 - Melati Setiawan,Perempuan,2.64,2.74,2.85,2.95,74,70,58,1,Tidak,Ya
20220451297 - Rahma Cahya,Perempuan,2.59,2.85,2.57,3.04,76,76,78,0,Tidak,Ya
20230459923 - Galih Nugroho,Laki-laki,3.49,3.54,3.58,3.27,90,90,87,0,Tidak,Ya
20230455176 - Iqbal Azizah,Laki-laki,2.71,2.98,3.04,3.19,84,84,82,0,Tidak,Ya
20230458624 - Nico Cahya,Laki-laki,2.76,3.02,3.22,3.39,87,87,76,0,Ya,Ya
20220458741 - Intan Pratama,Perempuan,2.77,2.90,3.19,3.49,87,87,71,0,Tidak,Tidak
20220455857 - Budi Pratama,Laki-laki,3.05,3.23,2.90,3.28,85,85,73,0,Tidak,Tidak
20220456942 - Gilang Maharani,Laki-laki,3.09,3.43,3.38,3.52,89,86,73,1,Ya,Tidak
20220456821 - Nurul Kurniawan,Perempuan,3.45,3.15,3.22,3.01,88,88,83,0,Ya,Ya
20220456027 - Tasya Kurniawan,Perempuan,2.88,2.83,3.16,2.59,78,78,74,0,Tidak,Tidak
20220456842 - Nadia Syahputra,Perempuan,2.68,2.88,3.17,3.12,83,83,78,0,Tidak,Tidak
20230453590 - Naufal Wijaya,Laki-laki,3.26,3.54,3.60,3.48,95,95,81,0,Tidak,Tidak
20220455438 - Yuni Wijaya,Perempuan,2.58,2.68,2.83,3.14,76,72,62,1,Ya,Ya
20220457256 - Nisa Cahya,Perempuan,2.58,2.83,2.80,2.42,77,75,64,1,Tidak,Tidak
20220454989 - Iqbal Febrianti,Laki-laki,2.66,2.62,3.16,3.14,77,73,71,2,Tidak,Tidak
20230456599 - Fitri Aprilia,Perempuan,1.77,2.09,2.05,2.07,72,57,30,5,Tidak,Tidak
20220453156 - Nurul Wijaya,Perempuan,2.93,3.45,3.68,4.00,91,88,72,1,Tidak,Tidak
20230457768 - Fitri Setiawan,Perempuan,2.83,2.71,2.75,3.10,85,77,57,2,Tidak,Tidak
20230452329 - Ayu Firmansyah,Perempuan,2.80,3.33,3.25,2.93,91,89,74,1,Tidak,Tidak
20230454244 - Andi Purnama,Laki-laki,2.59,2.79,2.60,2.72,81,78,70,1,Tidak,Ya
20230456186 - Tasya Firmansyah,Perempuan,2.44,2.92,3.07,3.15,75,73,77,1,Tidak,Tidak
20230454414 - Citra Pratama,Perempuan,3.49,3.34,3.50,3.36,93,93,92,0,Tidak,Tidak
20230454575 - Fitri Maulana,Perempuan,3.35,3.23,3.47,3.20,84,84,83,0,Tidak,Tidak
20230459593 - Fira Fadillah,Perempuan,3.14,3.33,3.32,3.37,87,87,74,0,Tidak,Tidak
20230452612 - Ayu Hidayat,Perempuan,3.13,2.90,2.68,2.81,76,72,82,1,Ya,Tidak
20230454876 - Fajar Akbar,Laki-laki,2.85,3.57,3.26,3.65,90,90,84,0,Tidak,Tidak
20220455995 - Zahra Cahya,Perempuan,2.55,2.37,2.69,2.93,76,76,82,0,Tidak,Tidak
20220459317 - Dinda Wijaya,Perempuan,2.16,1.92,2.69,2.63,81,72,50,3,Tidak,Ya
20220454692 - Fajar Hidayat,Laki-laki,2.35,2.29,3.15,2.82,79,73,51,2,Tidak,Tidak
20220456068 - Nabila Saputra,Perempuan,3.20,3.29,3.35,3.51,89,89,78,0,Tidak,Ya
20230455889 - Fira Febrianti,Perempuan,3.17,3.01,3.06,3.03,83,79,71,1,Tidak,Tidak
20230455794 - Agung Hidayat,Laki-laki,3.31,3.59,3.69,4.00,95,95,86,0,Tidak,Tidak
20230454226 - Nurul Febrianti,Perempuan,3.25,3.49,2.82,2.93,87,87,85,0,Tidak,Tidak
20220451226 - Putri Maharani,Perempuan,2.46,2.92,2.71,2.78,76,76,82,0,Tidak,Tidak
20230452004 - Rian Nugroho,Laki-laki,2.68,2.94,3.45,3.39,91,87,83,1,Ya,Tidak
20220451094 - Andi Cahya,Laki-laki,3.15,2.89,2.96,3.02,86,86,84,0,Tidak,Tidak
20230452793 - Tiara Pratama,Perempuan,2.98,3.37,3.19,3.72,87,81,72,2,Tidak,Tidak
20230452626 - Fira Santoso,Perempuan,2.24,2.05,2.41,2.18,70,61,50,3,Tidak,Tidak
20220456597 - Tasya Azizah,Perempuan,3.34,3.18,3.28,3.30,86,86,85,0,Tidak,Ya
20220459028 - Naufal Fadillah,Laki-laki,2.37,2.61,2.53,2.28,74,54,39,5,Tidak,Tidak
20230456217 - Aulia Pratama,Perempuan,2.49,2.49,2.21,2.70,72,68,65,1,Tidak,Tidak
20220456461 - Wulan Yusuf,Perempuan,3.18,3.16,3.21,2.84,89,89,80,0,Tidak,Tidak
20220452635 - Vina Hidayat,Perempuan,3.14,3.14,3.74,3.73,88,82,79,2,Tidak,Tidak
20230452501 - Farhan Pratama,Laki-laki,3.83,3.83,3.71,3.79,91,91,85,0,Ya,Ya
20230456203 - Fajar Putra,Laki-laki,3.10,3.09,2.89,2.57,88,82,66,2,Tidak,Ya
20230459327 - Rian Firmansyah,Laki-laki,2.90,3.03,3.14,3.28,83,81,81,1,Tidak,Tidak
20220453167 - Fira Setiawan,Perempuan,3.12,3.14,3.16,2.66,88,88,74,0,Tidak,Tidak
20230456835 - Dewi Firmansyah,Perempuan,3.49,3.60,3.32,3.66,92,92,80,0,Ya,Tidak
20220455774 - Tiara Utami,Perempuan,3.21,3.18,3.30,3.47,83,83,80,0,Tidak,Tidak
20220457795 - Agung Anggraini,Laki-laki,3.09,3.55,3.68,3.50,96,92,70,2,Tidak,Ya
20230453224 - Iqbal Laksana,Laki-laki,1.72,1.64,1.83,1.57,77,71,52,2,Tidak,Ya
20230454361 - Siti Rahman,Perempuan,3.53,3.81,3.78,3.88,92,92,92,0,Ya,Ya
20230457124 - Budi Utami,Laki-laki,2.89,2.49,2.27,2.37,85,79,57,2,Tidak,Ya
20220458511 - Nadia Pratama,Perempuan,3.02,2.73,3.19,2.83,80,80,76,0,Tidak,Tidak
20230451709 - Anisa Santoso,Perempuan,3.22,3.15,3.30,3.39,83,83,76,0,Tidak,Tidak
20230451651 - Nabila Anggraini,Perempuan,2.88,2.88,3.19,3.38,85,85,82,0,Tidak,Ya
20230452742 - Wulan Rahman,Perempuan,2.82,3.42,3.04,3.18,89,89,80,0,Tidak,Tidak
20230456377 - Nisa Permata,Perempuan,2.99,3.36,3.52,3.29,82,79,80,1,Ya,Tidak
20220455606 - Rafi Permata,Laki-laki,2.69,2.93,2.56,2.96,77,71,70,2,Tidak,Ya
20220454703 - Ahmad Kurniawan,Laki-laki,2.89,3.11,3.25,3.21,84,84,80,0,Tidak,Tidak
20230457698 - Reza Yusuf,Laki-laki,3.52,3.83,4.00,4.00,94,92,92,1,Ya,Tidak
20230452188 - Dinda Salsabila,Perempuan,2.92,2.92,3.19,3.05,90,90,81,0,Tidak,Ya
20220459555 - Indah Utami,Perempuan,2.70,2.49,2.57,3.01,76,74,68,1,Tidak,Tidak
20230458580 - Fira Sari,Perempuan,3.07,3.05,3.34,3.20,90,90,69,0,Tidak,Ya
20220457713 - Nico Febrianti,Laki-laki,2.52,2.64,2.95,3.14,84,80,63,2,Tidak,Tidak
20230451847 - Ayu Syahputra,Perempuan,3.23,3.59,3.73,3.39,88,88,87,0,Tidak,Tidak
20230456591 - Dimas Akbar,Laki-laki,2.78,2.64,2.85,2.74,75,73,61,1,Tidak,Tidak
20230454634 - Salma Cahya,Perempuan,3.26,3.53,3.31,3.46,83,77,63,2,Tidak,Tidak
20230455182 - Rafi Utami,Laki-laki,3.08,2.94,2.98,2.63,77,77,78,0,Tidak,Tidak
20230455533 - Gilang Saputra,Laki-laki,2.95,3.03,3.11,3.39,83,80,66,1,Tidak,Tidak
20230456202 - Nisa Ramadhan,Perempuan,2.54,2.81,2.90,2.67,88,82,58,2,Tidak,Tidak
20220451820 - Fajar Yusuf,Laki-laki,3.12,3.40,3.26,3.24,89,89,84,0,Tidak,Ya
20230451152 - Citra Yusuf,Perempuan,3.00,3.01,3.25,3.34,86,82,67,1,Tidak,Tidak
20230452418 - Anisa Saputra,Perempuan,2.93,3.20,3.12,2.69,83,83,82,0,Tidak,Tidak
20230451398 - Ilham Salsabila,Laki-laki,2.98,2.94,3.55,3.32,88,80,72,2,Tidak,Tidak
20230451788 - Zahra Nugroho,Perempuan,2.90,3.18,3.00,3.29,83,83,62,0,Tidak,Ya
20220459350 - Andi Ramadhan,Laki-laki,2.52,2.83,2.51,2.53,83,83,66,0,Tidak,Ya
20230457946 - Citra Azizah,Perempuan,2.36,2.60,2.58,2.86,86,84,73,1,Tidak,Ya
20230458423 - Lestari Febrianti,Perempuan,3.61,3.59,3.29,3.21,92,89,80,1,Tidak,Tidak
20230457880 - Salma Maulana,Perempuan,3.02,2.90,3.25,2.69,75,72,70,1,Tidak,Tidak
20230452054 - Salma Wijaya,Perempuan,3.01,3.58,3.44,3.13,88,88,73,0,Tidak,Tidak
20220452891 - Lestari Maulana,Perempuan,3.03,3.66,3.12,3.35,83,83,86,0,Tidak,Tidak
20220455900 - Reza Akbar,Laki-laki,3.23,3.28,3.48,3.30,85,85,78,0,Tidak,Tidak
20220459846 - Putri Maharani,Perempuan,3.60,3.75,4.00,3.77,92,92,97,0,Ya,Tidak
20230453227 - Rafi Utami,Laki-laki,3.12,3.10,3.09,3.28,87,87,85,0,Ya,Tidak
20230459319 - Budi Utami,Laki-laki,2.63,2.87,3.16,3.09,80,80,79,0,Ya,Tidak
20220457878 - Ahmad Putra,Laki-laki,2.30,2.15,2.13,1.88,68,64,49,2,Tidak,Tidak
20220452801 - Aulia Putra,Perempuan,3.46,3.35,3.84,3.87,92,92,77,0,Tidak,Tidak
20230459254 - Fauzan Setiawan,Laki-laki,3.23,2.65,2.70,2.69,86,83,65,1,Tidak,Tidak
20220454008 - Lestari Santoso,Perempuan,2.24,2.81,2.82,3.26,85,81,65,1,Tidak,Tidak
20230451659 - Melati Yusuf,Perempuan,2.14,2.10,2.31,2.16,74,65,43,3,Tidak,Tidak
20220459323 - Wahyu Anggraini,Laki-laki,2.98,3.16,3.29,3.71,85,85,86,0,Tidak,Tidak
20220451033 - Alif Wijaya,Laki-laki,3.22,3.67,3.46,3.81,92,92,89,0,Ya,Tidak
20230453752 - Nisa Putra,Perempuan,3.20,3.20,3.68,3.49,83,83,77,0,Tidak,Tidak
20220457694 - Joko Fadillah,Laki-laki,2.48,2.88,2.81,2.82,74,74,80,0,Tidak,Tidak
20230452857 - Rizky Putra,Laki-laki,3.12,3.09,3.09,2.61,75,75,77,0,Tidak,Tidak
20230458043 - Intan Syahputra,Perempuan,2.64,2.21,2.68,3.02,85,82,71,1,Tidak,Tidak
20220451296 - Fira Kurniawan,Perempuan,3.14,3.49,3.48,3.74,95,95,90,0,Tidak,Tidak
20230456180 - Tiara Kurniawan,Perempuan,2.76,2.75,2.70,2.61,76,76,80,0,Tidak,Tidak
20230455497 - Nisa Cahya,Perempuan,3.54,3.36,2.86,3.24,82,82,85,0,Tidak,Tidak
20220458456 - Alif Utami,Laki-laki,2.50,2.81,2.61,2.51,81,75,56,2,Tidak,Tidak
20230452500 - Zahra Azizah,Perempuan,4.00,4.00,3.76,3.54,95,95,97,0,Ya,Ya
20230452333 - Rahma Rahman,Perempuan,2.92,3.04,4.00,3.14,89,83,64,2,Tidak,Ya
20230458494 - Arif Wijaya,Laki-laki,2.83,2.88,2.92,3.14,79,76,71,1,Tidak,Ya
20230451655 - Ilham Putra,Laki-laki,1.91,2.31,2.45,2.43,73,58,39,5,Tidak,Tidak
20220451185 - Agung Laksana,Laki-laki,3.74,3.65,3.73,3.66,92,92,86,0,Tidak,Tidak
20220456979 - Indah Febrianti,Perempuan,3.07,2.85,3.12,2.69,74,74,76,0,Tidak,Ya
20220452612 - Yuni Aprilia,Perempuan,3.00,3.05,3.27,3.38,84,84,81,0,Tidak,Ya
20230453163 - Tiara Hidayat,Perempuan,3.70,3.33,3.91,3.47,94,94,84,0,Ya,Tidak
20230453261 - Lestari Rahman,Perempuan,2.23,2.47,2.32,2.54,68,56,53,3,Tidak,Tidak
20220453209 - Fajar Hidayat,Laki-laki,3.97,3.87,3.89,3.90,93,93,100,0,Tidak,Tidak
20230453242 - Melati Anggraini,Perempuan,2.87,2.72,2.29,2.70,80,80,71,0,Tidak,Ya
20230451875 - Fajar Setiawan,Laki-laki,2.70,2.71,2.27,2.74,83,74,60,3,Tidak,Ya
20230457006 - Wulan Firmansyah,Perempuan,3.44,2.84,3.06,2.88,85,85,79,0,Tidak,Tidak
20230451109 - Kevin Ananda,Laki-laki,3.34,3.34,3.34,3.56,91,91,88,0,Ya,Tidak
20220459948 - Indah Febrianti,Perempuan,2.61,2.71,2.71,2.53,77,77,79,0,Tidak,Tidak
20230459180 - Rahma Syahputra,Perempuan,3.71,3.90,3.95,3.99,90,90,95,0,Ya,Tidak
20230454393 - Budi Maulana,Laki-laki,3.18,2.95,3.33,2.99,83,83,77,0,Tidak,Tidak
20230454533 - Indah Permata,Perempuan,2.40,2.15,2.39,1.71,69,61,42,4,Tidak,Ya
20230457175 - Nadia Ananda,Perempuan,3.17,3.12,3.07,3.25,82,82,84,0,Tidak,Tidak
